2.357937273498502684e-01,3.541237551642597015e-01
2.400474181291326059e-01,3.570150314409429870e-01
2.343711810640196347e-01,3.480414361131244916e-01
2.418213809697472572e-01,3.604102963176374907e-01
2.404756672687027585e-01,3.588457191522548273e-01
2.395074660889542351e-01,3.569800413056442023e-01
2.396869722293050453e-01,3.549165861579285930e-01
2.392901214964087420e-01,3.549454702541754436e-01
2.414328559209864278e-01,3.579109844819947650e-01
2.413092362022956072e-01,3.603137718520856847e-01
2.409027741015953850e-01,3.593931175851255988e-01
2.354867110755931026e-01,3.521876671098921885e-01
2.382176047824776655e-01,3.531852289366372855e-01
2.381667129196426702e-01,3.509149049095987016e-01
2.397717653801610949e-01,3.574271466869537450e-01
2.402172565750908262e-01,3.583049126248745164e-01
2.408903733699375160e-01,3.586420920702724224e-01
2.378629675839456781e-01,3.515335490287725961e-01
2.356992592408724274e-01,3.518951903961837768e-01
2.361020496332518204e-01,3.526682412275030098e-01
2.310532153087925811e-01,3.464433353554119410e-01
2.307970151996885377e-01,3.432328749632488907e-01
2.402252143785207628e-01,3.572175798539659608e-01
2.380317862040549071e-01,3.535714359629602010e-01
2.400114236469753637e-01,3.537147911815206602e-01
2.380838500126676027e-01,3.538489250741378433e-01
2.384243015812295141e-01,3.550247568405611731e-01
2.358260139051626680e-01,3.555383418194238976e-01
2.390588319239514981e-01,3.530468535432345623e-01
2.393814973236901567e-01,3.587667542469916704e-01
2.399519585838360280e-01,3.568101403006701533e-01
2.390166148459960394e-01,3.571214925740507917e-01
2.405390607159122451e-01,3.590414335498334775e-01
2.350879956820312866e-01,3.504756720264480818e-01
2.331341619933024467e-01,3.477707395548593761e-01
2.329183183781059485e-01,3.474633343890146664e-01
2.306935258797212229e-01,3.462037793840129218e-01
2.387512549763606828e-01,3.512590206640308077e-01
2.330644758228952729e-01,3.514735839361395886e-01
2.420171592217166823e-01,3.572589173041925692e-01
2.390397398010418728e-01,3.554692398140462117e-01
2.398378516377498437e-01,3.557729841539380988e-01
2.355710779974123925e-01,3.531656378989110889e-01
2.350150992583130705e-01,3.516179883679468321e-01
2.349961409252222522e-01,3.490584277137770419e-01
2.391743376154605027e-01,3.548069214461986864e-01
2.359678834497659639e-01,3.516599367167128620e-01
2.342853024348285074e-01,3.529916667315073364e-01
2.420501070107614061e-01,3.605383122399222207e-01
2.427127814855096211e-01,3.596358160281707406e-01
2.340785025236302441e-01,3.489188946083259801e-01
2.358590226401205969e-01,3.509631674866274254e-01
2.379983112717027061e-01,3.570635775507833842e-01
2.368270854173449014e-01,3.561466947638417535e-01
2.378899368738061071e-01,3.538793251160874953e-01
2.375703282400966898e-01,3.552342736400594947e-01
2.335027960317336282e-01,3.493941785860168459e-01
2.333150211343115732e-01,3.493873391879818158e-01
2.403206624267842095e-01,3.571684575365652869e-01
2.365203509822955685e-01,3.567118202429371276e-01
2.381257559502168164e-01,3.558614710169845097e-01
2.403799095040231593e-01,3.590073062910530965e-01
2.390558635113955721e-01,3.567254300102962183e-01
2.451714068675716895e-01,3.659115387500718741e-01
2.421185894162794505e-01,3.583032148239914116e-01
2.362108351566133968e-01,3.528936729878944245e-01
2.306364271591959392e-01,3.499805719083399769e-01
2.358553372456222985e-01,3.524831236556072445e-01
2.382819484843270441e-01,3.532232048649109335e-01
2.385928662004339063e-01,3.554933379589949038e-01
2.326447155360971408e-01,3.514244676362154873e-01
2.377832875554475867e-01,3.540706532047740995e-01
2.362877373841979212e-01,3.555500663601452449e-01
2.365517867820510212e-01,3.525043753991641271e-01
2.392269886603728413e-01,3.552420191855026887e-01
2.379676710651238147e-01,3.563078223316414328e-01
2.346442917168556352e-01,3.530674128556653413e-01
2.412843716751498779e-01,3.600806429506122619e-01
2.362846618142428468e-01,3.509741973769689993e-01
2.372282742524887411e-01,3.546836267808242127e-01
2.380987425000722357e-01,3.550155052765576191e-01
2.384154949706877580e-01,3.564047901152621600e-01
2.373052435064087196e-01,3.522616399587975011e-01
2.381344251033237214e-01,3.546237152804416204e-01
2.363059411619405636e-01,3.541211854579390805e-01
2.369260271980083155e-01,3.557729770897772315e-01
2.359326675135012819e-01,3.519386341314674205e-01
2.385896413296614560e-01,3.547439170955233867e-01
2.388346133935852766e-01,3.576427262651588612e-01
2.404358865567279291e-01,3.572107600554922935e-01
2.387578370878521428e-01,3.545739945864213594e-01
2.381707978457200114e-01,3.575924053799379165e-01
2.399580266283725949e-01,3.555992885530266379e-01
2.351009372203570480e-01,3.518608075806247681e-01
2.349714831831745121e-01,3.500711189170983006e-01
2.374411953625890082e-01,3.482165229389404537e-01
2.383909484884933483e-01,3.525160923895016563e-01
2.388033574277487747e-01,3.502232825491151669e-01
2.381305503515216970e-01,3.555092958779739187e-01
2.362228799517061550e-01,3.552132844582138183e-01
